job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal
Cloud Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,4-6 years,14.1-19.4 LPA,"GCP, BigQuery, GKE, Cloud Run, Pub/Sub, Terraform","Join our dynamic IT team as a Cloud Engineer. Responsibilities include designing, developing, and maintaining solutions using GCP, BigQuery, GKE. Be part of an innovative team solving real-world problems for enterprise clients.",Cloud Computing,Full-time,2026-02-07,Indeed
Backend Developer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹8,544/month","Django, Python, PostgreSQL, React, REST API","We are looking for a passionate Backend Developer to join our growing team in Vadodara. You will work with Django, Python, PostgreSQL and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Internship,2026-01-25,Glassdoor
Database Administrator,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹13,769/month","SQL Server, SSRS, SSIS, T-SQL, Database Administration","Exciting opportunity for an experienced Database Administrator at our Vadodara office. The ideal candidate will have hands-on experience with SQL Server, SSRS, SSIS, excellent communication skills, and a track record of delivering projects on time.",Database Administration,Internship,2026-01-31,LinkedIn
Embedded Linux Engineer,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,10+ years,Not Disclosed,"Arduino, Raspberry Pi, IoT, MQTT, Python, C++","Join our dynamic IT team as a Embedded Linux Engineer. Responsibilities include designing, developing, and maintaining solutions using Arduino, Raspberry Pi, IoT. Be part of an innovative team solving real-world problems for enterprise clients.",Embedded Systems / IoT,Full-time,2026-01-13,LinkedIn
Ethical Hacker,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,4-6 years,13.1-20.3 LPA,"Ethical Hacking, CEH, OSCP, Kali Linux, Penetration Testing","Exciting opportunity for an experienced Ethical Hacker at our Vadodara office. The ideal candidate will have hands-on experience with Ethical Hacking, CEH, OSCP, excellent communication skills, and a track record of delivering projects on time.",Cybersecurity,Full-time,2026-02-15,Naukri
QA Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,7-10 years,Not Disclosed,"Appium, Mobile Testing, Java, TestNG, BDD, Cucumber","We are hiring a talented QA Engineer for our Vadodara development centre. You will leverage your expertise in Appium, Mobile Testing, Java to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",QA / Software Testing,Full-time,2025-12-26,Glassdoor
Embedded Linux Engineer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.7-6.6 LPA,"Arduino, Raspberry Pi, IoT, MQTT, Python, C++","We are looking for a passionate Embedded Linux Engineer to join our growing team in Vadodara. You will work with Arduino, Raspberry Pi, IoT and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Embedded Systems / IoT,Full-time,2026-01-06,Indeed
Java Full Stack Developer,GE Digital India,"Vadodara, Gujarat, India",Vadodara,3-5 years,8.1-13.0 LPA,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","We are hiring a talented Java Full Stack Developer for our Vadodara development centre. You will leverage your expertise in PHP, Laravel, MySQL to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Full-time,2026-01-14,Glassdoor
Scrum Master,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹13,380/month","Product Strategy, Market Research, OKRs, Confluence, Agile","Seeking a motivated Scrum Master to strengthen our Vadodara team. Experience with Product Strategy, Market Research, OKRs is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Product Management,Internship,2026-02-22,LinkedIn
IoT Developer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹15,351/month","FPGA, VHDL, Verilog, Xilinx, Embedded Linux","Exciting opportunity for an experienced IoT Developer at our Vadodara office. The ideal candidate will have hands-on experience with FPGA, VHDL, Verilog, excellent communication skills, and a track record of delivering projects on time.",Embedded Systems / IoT,Internship,2026-03-13,LinkedIn
AWS Solutions Architect,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹10,749/month","GCP, BigQuery, GKE, Cloud Run, Pub/Sub, Terraform","We are looking for a passionate AWS Solutions Architect to join our growing team in Vadodara. You will work with GCP, BigQuery, GKE and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cloud Computing,Internship,2026-01-06,LinkedIn
Software Engineer,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹13,685/month","Java, Spring Boot, Microservices, REST API, MySQL","Exciting opportunity for an experienced Software Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Java, Spring Boot, Microservices, excellent communication skills, and a track record of delivering projects on time.",Software Development,Internship,2026-03-13,Naukri
Technical Support Analyst,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹12,778/month","Technical Support, Windows Server, Active Directory, Help Desk","We are looking for a passionate Technical Support Analyst to join our growing team in Vadodara. You will work with Technical Support, Windows Server, Active Directory and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Technical Support / IT Operations,Internship,2026-03-21,Indeed
Embedded Software Engineer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹15,157/month","Arduino, Raspberry Pi, IoT, MQTT, Python, C++","Join our dynamic IT team as a Embedded Software Engineer. Responsibilities include designing, developing, and maintaining solutions using Arduino, Raspberry Pi, IoT. Be part of an innovative team solving real-world problems for enterprise clients.",Embedded Systems / IoT,Internship,2026-01-15,Naukri
Tableau Developer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,10+ years,42.9-63.0 LPA,"Power BI, DAX, SQL Server, Excel, Power Query","Seeking a motivated Tableau Developer to strengthen our Vadodara team. Experience with Power BI, DAX, SQL Server is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Contract,2026-03-06,Indeed
Embedded Software Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹12,751/month","Embedded C, ARM Cortex, RTOS, Linux, Device Drivers","Join our dynamic IT team as a Embedded Software Engineer. Responsibilities include designing, developing, and maintaining solutions using Embedded C, ARM Cortex, RTOS. Be part of an innovative team solving real-world problems for enterprise clients.",Embedded Systems / IoT,Internship,2026-03-11,Indeed
IT Support Engineer,GE Digital India,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.8-6.5 LPA,"Technical Support, Windows Server, Active Directory, Help Desk","Join our dynamic IT team as a IT Support Engineer. Responsibilities include designing, developing, and maintaining solutions using Technical Support, Windows Server, Active Directory. Be part of an innovative team solving real-world problems for enterprise clients.",Technical Support / IT Operations,Full-time,2026-02-26,Glassdoor
Salesforce Developer,GSWAN Technologies,"Gandhinagar, Gujarat, India",Gandhinagar,Fresher / 0-1 years,"₹16,172/month","SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","Exciting opportunity for an experienced Salesforce Developer at our Gandhinagar office. The ideal candidate will have hands-on experience with SAP Basis, SAP Hana, SAP BW, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Internship,2026-01-29,Indeed
Azure Cloud Engineer,Gujarat Informatics Ltd,"Gandhinagar, Gujarat, India",Gandhinagar,3-5 years,8.3-14.3 LPA,"GCP, BigQuery, GKE, Cloud Run, Pub/Sub, Terraform","Seeking a motivated Azure Cloud Engineer to strengthen our Gandhinagar team. Experience with GCP, BigQuery, GKE is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Cloud Computing,Contract,2026-01-15,Glassdoor
Frontend Developer,Torrent Software,"Gandhinagar, Gujarat, India",Gandhinagar,2-4 years,Not Disclosed,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","Exciting opportunity for an experienced Frontend Developer at our Gandhinagar office. The ideal candidate will have hands-on experience with Next.js, React, Node.js, excellent communication skills, and a track record of delivering projects on time.",Web Development,Full-time,2026-01-19,Naukri
Business Analyst,Gujarat Informatics Ltd,"Gandhinagar, Gujarat, India",Gandhinagar,Fresher / 0-1 years,"₹17,034/month","Power BI, SQL, Excel, Python, Data Visualization","We are looking for a passionate Business Analyst to join our growing team in Gandhinagar. You will work with Power BI, SQL, Excel and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Analytics,Internship,2026-02-21,LinkedIn
Azure Cloud Engineer,Zydus Digital Health,"Gandhinagar, Gujarat, India",Gandhinagar,Fresher / 0-1 years,3.5-4.1 LPA,"Azure, Azure DevOps, ARM Templates, Azure Functions","Seeking a motivated Azure Cloud Engineer to strengthen our Gandhinagar team. Experience with Azure, Azure DevOps, ARM Templates is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Cloud Computing,Full-time,2026-01-06,Naukri
BI Developer,Torrent Software,"Gandhinagar, Gujarat, India",Gandhinagar,5-8 years,22.3-28.7 LPA,"Tableau, SQL, Python, Google Analytics, Looker","We are hiring a talented BI Developer for our Gandhinagar development centre. You will leverage your expertise in Tableau, SQL, Python to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Analytics,Full-time,2026-01-06,LinkedIn
Performance Test Engineer,National Informatics Centre Gujarat,"Gandhinagar, Gujarat, India",Gandhinagar,10+ years,45.6-55.2 LPA,"Selenium, Python, TestNG, JUnit, Automation Testing","Exciting opportunity for an experienced Performance Test Engineer at our Gandhinagar office. The ideal candidate will have hands-on experience with Selenium, Python, TestNG, excellent communication skills, and a track record of delivering projects on time.",QA / Software Testing,Part-time,2026-02-08,Indeed
Azure Cloud Engineer,BPCL IT Division,"Gandhinagar, Gujarat, India",Gandhinagar,2-4 years,7.9-11.5 LPA,"AWS, EC2, S3, Lambda, RDS, CloudFormation","We are looking for a passionate Azure Cloud Engineer to join our growing team in Gandhinagar. You will work with AWS, EC2, S3 and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cloud Computing,Contract,2026-02-19,Indeed
Oracle ERP Consultant,ISRO IT,"Gandhinagar, Gujarat, India",Gandhinagar,1-3 years,4.8-6.1 LPA,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA","Exciting opportunity for an experienced Oracle ERP Consultant at our Gandhinagar office. The ideal candidate will have hands-on experience with SAP ABAP, SAP FICO, SAP SD, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Part-time,2026-02-01,LinkedIn
Analytics Engineer,Dhruva Infotech,"Gandhinagar, Gujarat, India",Gandhinagar,4-6 years,13.3-18.2 LPA,"PySpark, Databricks, Snowflake, dbt, BigQuery, Python","Seeking a motivated Analytics Engineer to strengthen our Gandhinagar team. Experience with PySpark, Databricks, Snowflake is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Engineering,Full-time,2026-02-24,Naukri
Technical Support Analyst,ISRO IT,"Gandhinagar, Gujarat, India",Gandhinagar,10+ years,48.6-63.4 LPA,"Technical Support, Windows Server, Active Directory, Help Desk","Join our dynamic IT team as a Technical Support Analyst. Responsibilities include designing, developing, and maintaining solutions using Technical Support, Windows Server, Active Directory. Be part of an innovative team solving real-world problems for enterprise clients.",Technical Support / IT Operations,Contract,2026-01-28,Glassdoor
Junior Data Scientist,ISRO IT,"Gandhinagar, Gujarat, India",Gandhinagar,10+ years,51.0-53.1 LPA,"Python, Data Science, Machine Learning, SQL, Tableau","Join our dynamic IT team as a Junior Data Scientist. Responsibilities include designing, developing, and maintaining solutions using Python, Data Science, Machine Learning. Be part of an innovative team solving real-world problems for enterprise clients.",Data Science,Part-time,2026-01-04,LinkedIn
Site Reliability Engineer,Gujarat State Wide Area Network,"Gandhinagar, Gujarat, India",Gandhinagar,10+ years,40.8-69.0 LPA,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","Exciting opportunity for an experienced Site Reliability Engineer at our Gandhinagar office. The ideal candidate will have hands-on experience with GitLab CI, Docker, AWS EKS, excellent communication skills, and a track record of delivering projects on time.",DevOps,Part-time,2026-01-29,Glassdoor
Data Analyst,ISRO IT,"Gandhinagar, Gujarat, India",Gandhinagar,3-5 years,Not Disclosed,"Power BI, SQL, Excel, Python, Data Visualization","We are hiring a talented Data Analyst for our Gandhinagar development centre. You will leverage your expertise in Power BI, SQL, Excel to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Analytics,Contract,2025-12-25,LinkedIn
